id;name;latitude;longitude
474;Monte_Testaccio;41.87743;12.47589
475;Torrione_prenestino;41.89206;12.52969
476;Museo_storico_della_Liberazione;41.888521;12.506449
477;Forte_Aurelio;41.88717;12.42272
478;Forte_Boccea;41.9021;12.41736
479;Forte_Braschi;41.91514;12.4246
480;Forte_Monte_Mario;41.924;12.44024
481;Forte_Trionfale;41.93646;12.43364
482;Forte_Antenne;41.93807;12.50067
483;Forte_Tiburtino;41.90995;12.55988
484;Forte_Casilino;41.86553;12.56075
485;Forte_Appio;41.8414;12.52955
486;Forte_Ardeatino;41.83871;12.5042
487;Forte_Ostiense;41.84423;12.47422
488;Forte_Portuense;41.85744;12.4488
489;Tempio_di_Augusto;41.891616;12.484471
490;Tempio_del_Divo_Claudio;41.8875944444;12.4933666667
491;Basilica_di_Nettuno;41.8981972222;12.4768638889
492;Saepta_Iulia;41.8982916667;12.4779583333
493;Umbilicus_Urbis_Romae;41.8927277778;12.4845666667
494;Tempio_di_Fauno;41.8899638889;12.4789361111
495;Teatro_di_Balbo;41.8943861111;12.4775
496;Anfiteatro_di_Caligola;41.8998194444;12.4777444444
497;Circo_Variano;41.888685;12.519747
498;Giunio_Valentino;41.8927027778;12.48475
499;Villa_di_Massenzio;41.855458;12.519404
500;Tempio_di_Minerva_(Aventino);41.8825666667;12.4825944444
501;Valle_Aurelia_(metropolitana_di_Roma);41.90302;12.44238
502;Casa_di_Augusto;41.8885805556;12.485325
503;Arco_di_Augusto_(Foro_Romano);41.891895;12.485994
504;Pontificio_Istituto_Biblico;41.898625;12.4844722222
505;Necropoli_del_tempio_di_Antonino_Pio_e_Faustina;41.8919972222;12.4868805556
506;Necropoli_dell'Esquilino;41.89575;12.5021916667
507;Tempio_della_Bona_Dea;41.8813027778;12.4879555556
508;Stazione_meteorologica_di_Roma_Monte_Mario;41.9166666667;12.45
509;Palazzo_Grazioli;41.896615;12.480474
510;Villa_De_Sanctis;41.8797222222;12.5508333333
511;Mausoleo_di_Elena;41.8788888889;12.5486111111
512;Chiesa_dei_Santi_Marcellino_e_Pietro_ad_Duas_Lauros;41.8780888889;12.5486
513;Terme_Deciane;41.8826805556;12.4821861111
514;Restauro_degli_affreschi_della_Cappella_Sistina;41.9030555556;12.4544444444
515;Basilica_di_Sant'Apollinare_(Roma);41.900862;12.473262
516;Terme_di_Traiano;41.8918666667;12.4962805556
517;Basilica_sotterranea_di_Porta_Maggiore;41.89178;12.51645
518;Ex_mattatoio_(Roma);41.876;12.473
519;Horti_Sallustiani;41.9075055556;12.4943166667
520;Magliana;41.831;12.4015
521;Chiesa_di_Santa_Passera;41.85859;12.46019
522;Villa_dei_Quintili;41.83047;12.5514
523;Stazione_di_Muratella;41.8247;12.40866
524;Quinto_Servilio_Pudente;41.855474;12.548339
525;Fonte_Laurentina;41.79291;12.48531
526;Mausoleo_di_Cecilia_Metella;41.8522222222;12.5208333333
527;Chiesa_di_Santa_Maria_Maddalena_(Roma);41.9000730569;12.4767243862
528;Comizio;41.892775;12.4850416667
529;Rostri;41.8925861111;12.4846472222
530;Colonna_Menia;41.893;12.4846305556
531;Basi_di_monumenti_onorari_nel_Foro_romano;41.8928583333;12.4849
532;Colonna_rostrata_di_Gaio_Duilio;41.8927027778;12.4846388889
533;Volcanale;41.892775;12.4845888889
534;Arco_di_Tiberio;41.8923388889;12.4842527778
535;Basilica_Opimia;41.8930416667;12.4843083333
536;Statua_equestre_di_Domiziano;41.8923055556;12.4853111111
537;Casa_dei_Grifi;41.8889527778;12.4872805556
538;Fonte_di_Giuturna;41.8915694444;12.4858888889
539;Statio_aquarum;41.8915055556;12.4861194444
540;Oratorio_dei_Quaranta_Martiri;41.89135;12.485875
541;Gruppo_di_edifici_domizianei_nel_Foro_Romano;41.89115;12.4853333333
542;Horrea_Agrippiana;41.8908305556;12.4850527778
543;Fornix_Fabianus;41.8918083333;12.4866305556
544;Chiesa_di_Santa_Caterina_dei_Funari;41.893899;12.478554
545;Sacra_via_summa;41.891425;12.4880222222
546;Horrea_piperiana;41.8917138889;12.4879194444
547;Atrium_Libertatis;41.8945944444;12.4843861111
548;Basilica_Argentaria;41.8940944444;12.4844111111
549;Foro_di_Nerva;41.8931277778;12.486375
550;Tempio_di_Minerva_(Foro_Transitorio);41.8935444444;12.4871277778
551;Porticus_absidata;41.8938027778;12.4874083333
552;Casa_della_Farnesina;41.8943666667;12.4664944444
553;Paedagogium;41.8876666667;12.4853972222
554;Ponte_Nomentano;41.93357;12.53256
555;Auditorium_di_Mecenate;41.8939666667;12.5013666667
556;Chiesa_di_Sant'Anselmo_all'Aventino;41.88269;12.47885
557;Chiesa_di_San_Paolo_dentro_le_Mura;41.9008333333;12.4941666667
558;Chiesa_di_Santa_Maria_dei_Miracoli_(Roma);41.909775;12.4764416667
559;Terme_di_Tito;41.8915;12.4938333333
560;Velodromo_Olimpico;41.8266472222;12.4568972222
561;Chiesa_di_San_Saturnino_(Roma);41.9225;12.50784
562;Piazza_di_Siena;41.9135777778;12.4872555556
563;Stazione_di_Roma_Monte_Mario;41.9390638889;12.4218166667
564;Sedia_del_Diavolo;41.9295083333;12.5227972222
565;Roma_70;41.83674;12.50366
566;Basilica_di_Giunio_Basso;41.8977027778;12.5001388889
567;Porticus_Aemilia;41.8795277778;12.4730916667
568;Obelisco_Agonale;41.8989694444;12.4730944444
569;Obelisco_Lateranense;41.8868083333;12.5047722222
570;Obelisco_Vaticano;41.9022388889;12.4572638889
571;Obelisco_Flaminio;41.9107111111;12.4763555556
572;Obelisco_Esquilino;41.8981944444;12.4974444444
573;Obelisco_del_Quirinale;41.899075;12.4866611111
574;Obelisco_Sallustiano;41.9061138889;12.4832222222
575;Obelisco_del_Pantheon;41.8993194444;12.4767416667
576;Obelisco_di_Dogali;41.9021527778;12.4974694444
577;Obelisco_di_Villa_Celimontana;41.8833861111;12.4953444444
578;Obelisco_del_Pincio;41.9108111111;12.4797388889
579;Chiesa_di_San_Bonaventura_al_Palatino;41.88881;12.48834
580;Complesso_del_Buon_Pastore;41.8758;12.42708
581;Terme_di_Agrippa;41.8969027778;12.4770111111
582;Terme_di_Nerone;41.8995972222;12.4753444444
583;Terme_Surane;41.8829722222;12.4831472222
584;Mitreo_di_Santa_Prisca;41.88345;12.4842277778
585;Tempio_di_Diana;41.8828277778;12.4831944444
586;Santuario_di_Giove_Dolicheno;41.8830083333;12.4799805556
587;Mitreo_delle_Terme_di_Caracalla;41.8807805556;12.4902527778
588;Emporium;41.8740833333;12.4717166667
589;Horrea_Galbana;41.8802277778;12.4757583333
590;Terme_Eleniane;41.8892222222;12.5146611111
591;Terme_di_Costantino;41.8965305556;12.4875777778
592;Magazzini_di_Lucio_Nevio_Clemente;41.8969277778;12.4882194444
593;Sepolcro_dei_Sempronii;41.8997944444;12.48545
594;Ara_dell'incendio_neroniano;41.9004361111;12.4890527778
595;Mitreo_Barberini;41.9033611111;12.4898388889
596;Tempio_di_Venere_Erycina;41.9099777778;12.4965055556
597;Ipogeo_di_via_Livenza;41.9135777778;12.4958916667
598;Castra_Praetoria;41.9058722222;12.5059944444
599;Portico_di_Livia;41.8936472222;12.4958111111
600;Tempio_di_Quirino;41.9019722222;12.4904305556
601;Santuario_di_Diana_Planciana;41.8970138889;12.4875555556
602;Santuario_di_Semo_Sancus_Dius_Fidius;41.8978694444;12.4865805556
603;Capitolium_Vetus;41.9020638889;12.490625
604;Tempio_di_Flora;41.9033944444;12.4881444444
605;Tempio_della_Salus;41.9008222222;12.4855555556
606;Clivus_Scauri;41.8863722222;12.4915194444
607;Tempio_di_Serapide_(Quirinale);41.8983472222;12.4854833333
608;Arcus_Novus;41.898175;12.4815277778
609;Arco_di_Claudio;41.8993166667;12.4810972222
610;Arco_di_Portogallo;41.9031277778;12.4795638889
611;Sepolcro_di_Gaio_Publicio_Bibulo;41.8948638889;12.4815083333
612;Villa_di_Lucullo;41.9075083333;12.4835083333
613;Muro_Torto;41.9089666667;12.4872527778
614;Porticus_Vipsania;41.8999555556;12.4819944444
615;Tempio_di_Giove_Custode;41.891825;12.4818916667
616;Tempio_di_Fides;41.8914305556;12.4811611111
617;Tempio_di_Ops;41.8916694444;12.4815944444
618;Tempio_di_Iside_(Campidoglio);41.8944555556;12.4841055556
619;Scalae_Caci;41.8893;12.4845833333
620;Tempio_della_Magna_Mater;41.889525;12.4849583333
621;Tempio_di_Vesta_(Palatino);41.8894083333;12.4852833333
622;Casa_di_Livia;41.8893055556;12.4856277778
623;Palazzo_di_Domiziano;41.8885416667;12.4869305556
624;Domus_Flavia;41.8885416667;12.4869305556
625;Aula_Regia;41.8890777778;12.4869972222
626;Domus_Transitoria;41.8885527778;12.4859416667
627;Aula_Isiaca;41.8892833333;12.486775
628;Domus_Augustana;41.8877083333;12.4865583333
629;Stadio_palatino;41.8873527778;12.4872
630;Domus_Praeconum;41.8874277778;12.4850944444
631;Mitreo_del_Circo_Massimo;41.8881138889;12.4828555556
632;Mitreo_di_San_Clemente;41.8894444444;12.4975
633;Biblioteca_di_papa_Agapito_I;41.8862583333;12.4914111111
634;Sepolcro_dei_Domizi;41.9113777778;12.4764472222
635;Chiesa_di_San_Giuseppe_Cottolengo_(Roma);41.9026416667;12.4383638889
636;Piazza_Cola_di_Rienzo;41.9083333333;12.4677777778
637;Silvano_Toti_Globe_Theatre;41.91445;12.4856111111
638;Galleria_Alberto_Sordi;41.9010555556;12.4812
639;Chiesa_dei_Santi_Gioacchino_e_Anna;41.8520833333;12.5877777778
640;Istituto_italiano_di_numismatica;41.9036111111;12.4902777778
641;Chiesa_di_San_Ponziano_(Roma);41.94771;12.54477
642;Galleria_Doria_Pamphilj;41.89766;12.481145
643;Chiesa_di_Sant'Ippolito;41.910756;12.52141
644;Via_Gregoriana;41.9050916667;12.4843583333
645;Vigne_Nuove;41.95393;12.53664
646;Sportello_informazioni/Archivio/44;41.8901694444;12.4922694444
647;Chiesa_di_San_Giuseppe_Moscati;41.84929;12.59321
648;Piazza_San_Pietro;41.9022222222;12.4563888889
649;Chiesa_di_Santa_Eufemia_(Novara);41.9022222222;12.4533333333
650;Villa_Spada_(zona_di_Roma);41.97341;12.50673
651;Palazzo_Chigi-Odescalchi;41.8980027778;12.4825916667
652;Biblioteca_del_Ministero_degli_Affari_Esteri;41.9372111111;12.4579055556
653;Stazione_di_Ottavia;41.9604235;12.4103236
654;Università_di_Utrecht;41.9033333333;12.5158333333
655;Stazione_di_Vigna_Clara;41.9491666667;12.4711111111
656;Stazione_di_Olimpico_-_Farnesina;41.9377777778;12.4502777778
657;Stazione_di_Pineto;41.9166666667;12.4322222222
658;Palmarola_(zona_di_Roma);41.94286;12.38528
659;Cappella_Niccolina;41.9034;12.4546194444
660;Piazza_di_Spagna;41.90595;12.4820583333
661;Convitto_Nazionale_Vittorio_Emanuele_II_(Roma);41.91897;12.46927
662;Ippodromo_Tor_di_Valle;41.82406;12.43223
663;Piazza_Albania;41.8803083333;12.4836305556
664;Link_Campus_University;41.9211111111;12.5169444444
665;Foro_Romano;41.892534;12.485715
666;Cimitero_acattolico_di_Roma;41.876212;12.479299
667;Morena_(zona_di_Roma);41.81632;12.61603
668;Torri_INA;41.930925;12.5239416667
669;Arco_di_Travertino;41.86668;12.535
670;Villa_Ada_(zona_di_Roma);41.93203;12.50149
671;Villa_Borghese_(zona_di_Roma);41.91291;12.4845
